ID,noweight,agestrat,gradestrat,gender,educ,ethnic,region,demo_wt,sege_sum,sege_sum_w,rlne_sum,rlne_sum_w,rhme_sum,rhme_sum_w,snwe_sum,snwe_sum_w,lswe_sum,lswe_sum_w,lske_sum,lske_sum_w,ORF_noNeg,ORF_noNeg_w
207002,,5:8-5:11,K_Spring,female,HS_grad,white,midwest,1.1925798161219108,5,6,20,24,9,11,13,16,18,21,17,20,141,168
207004,1,6:8-6:11,1_Spring,male,HS_grad,hispanic,midwest,0.8939435317229179,5,5,22,22,18,18,17,17,22,22,13,13,113,113
207006,,7:0-7:5,1_Spring,male,HS_grad,black,midwest,0.8540949419313374,12,10,34,29,26,22,19,16,26,22,27,23,149,127
207007,,6:8-6:11,1_Spring,male,HS_grad,black,midwest,0.8540949419313374,14,12,34,29,25,21,21,18,24,20,25,21,144,123
207008,1,8:0-9:3,2_Spring,male,no_HS,hispanic,midwest,1.3882336202950007,17,17,10,10,11,11,10,10,18,18,16,16,102,102
207022,,6:4-6:7,K_Fall,female,HS_grad,black,midwest,0.8006581442897353,12,10,35,28,17,14,19,15,22,18,26,21,145,116
207023,,5:0-5:7,K_Fall,male,some_college,black,midwest,0.7963720957540652,5,4,45,36,16,13,18,14,20,16,16,13,114,91
207024,1,5:0-5:7,K_Fall,female,HS_grad,black,midwest,0.8006581442897353,6,6,50,50,12,12,17,17,22,22,18,18,124,124
207025,,5:0-5:7,K_Fall,male,some_college,black,midwest,0.7963720957540652,5,4,43,34,14,11,17,14,23,18,23,18,144,115
207026,,6:4-6:7,1_Fall,female,HS_grad,hispanic,midwest,0.8380135908434216,16,13,82,69,24,20,20,17,35,29,24,20,159,133
207027,,5:0-5:7,K_Fall,female,some_college,black,midwest,0.7465467514755953,5,4,50,37,13,10,14,10,18,13,17,13,123,92
207028,,6:4-6:7,1_Fall,male,some_college,black,midwest,0.7963720957540652,3,2,46,37,11,9,9,7,15,12,15,12,117,93
207029,,5:0-5:7,K_Fall,female,HS_grad,black,midwest,0.8006581442897353,7,6,51,41,13,10,19,15,20,16,22,18,148,118
207030,,5:0-5:7,K_Fall,male,HS_grad,black,midwest,0.8540949419313374,5,4,21,18,0,0,0,0,13,11,5,4,101,86
207031,,6:4-6:7,1_Fall,male,some_college,black,midwest,0.7963720957540652,12,10,53,42,22,18,17,14,31,25,23,18,152,121
207032,,6:4-6:7,1_Fall,female,HS_grad,black,midwest,0.8006581442897353,13,10,58,46,18,14,19,15,33,26,23,18,167,134
208001,,6:8-6:11,K_Spring,male,HS_grad,black,south,0.9925515547671899,11,11,21,21,7,7,16,16,17,17,18,18,163,162
208011,,5:8-5:11,1_Spring,male,HS_grad,black,south,0.9925515547671899,2,2,20,20,6,6,11,11,12,12,18,18,165,164
209019,1,6:0-6:3,K_Fall,female,BA_plus,white,west,0.9118499963397846,19,19,42,42,4,4,14,14,15,15,23,23,100,100
210001,,7:0-7:5,1_Spring,male,BA_plus,hispanic,south,0.8566493803973911,19,16,78,67,29,25,29,25,37,32,33,28,212,182
210016,,6:8-6:11,K_Spring,male,BA_plus,hispanic,south,0.8566493803973911,20,17,87,75,19,16,20,17,31,27,32,27,187,160
210018,,6:8-6:11,1_Spring,male,some_college,hispanic,south,0.9686500266599091,22,21,90,87,23,22,24,23,37,36,33,32,197,191
210039,,5:0-5:7,K_Fall,male,HS_grad,hispanic,south,1.0388599659415687,0,0,55,57,3,3,6,6,12,12,7,7,,
210044,,5:8-5:11,K_Fall,female,some_college,hispanic,south,0.9080460435206213,15,14,65,59,6,5,17,15,17,15,28,25,103,94
211008,,6:8-6:11,K_Spring,male,BA_plus,white,midwest,1.049041269631973,6,6,58,61,26,27,19,20,29,30,31,33,138,145
211043,,5:8-5:11,1_Fall,female,BA_plus,other,midwest,0.827027311267421,12,10,53,44,28,23,11,9,18,15,21,17,99,82
211056,,7:0-7:5,1_Fall,male,HS_grad,white,midwest,1.2721738935194475,15,19,49,62,29,37,19,24,33,42,30,38,175,223
211057,,7:6-7:11,2_Fall,male,some_college,white,midwest,1.1861957494499935,25,30,73,87,26,31,28,33,37,44,32,38,227,269
211072,,6:8-6:11,1_Fall,male,some_college,white,midwest,1.1861957494499935,15,18,35,42,21,25,11,13,11,13,14,17,,
211073,,6:8-6:11,1_Fall,male,BA_plus,hispanic,midwest,0.737150528143238,24,18,58,43,30,22,27,20,34,25,32,24,147,108
212001,,7:0-7:5,1_Spring,female,HS_grad,black,midwest,0.8006581442897353,15,12,28,22,14,11,13,10,22,18,24,19,117,94
213003,,6:0-6:3,K_Fall,female,BA_plus,other,west,0.7668487302908259,14,11,55,42,7,5,10,8,15,12,19,15,99,76
213009,,5:0-5:7,K_Fall,male,BA_plus,hispanic,west,0.683511824625908,13,9,56,38,7,5,10,7,11,8,22,15,97,66
213010,,6:0-6:3,1_Fall,female,BA_plus,white,west,0.9118499963397846,21,19,73,67,26,24,17,16,25,23,28,26,113,103
213013,,7:0-7:5,2_Fall,female,BA_plus,white,northeast,1.0256422264169756,19,19,78,80,28,29,14,14,32,33,32,33,130,133
213016,,6:8-6:11,1_Fall,female,some_college,black,west,0.6922243324642586,19,13,26,18,15,10,15,10,22,15,20,14,111,77
213019,,6:0-6:3,1_Fall,male,BA_plus,white,west,0.9727078594383105,0,0,58,56,23,22,19,18,26,25,22,21,136,132
214001,,8:0-9:3,2_Spring,female,BA_plus,hispanic,south,0.803052763273555,18,14,87,70,25,20,26,21,37,30,33,27,240,193
214002,,6:8-6:11,1_Spring,female,BA_plus,hispanic,south,0.803052763273555,14,11,77,62,27,22,24,19,35,28,33,27,212,170
214003,,7:0-7:5,1_Spring,male,BA_plus,asian,south,0.5724848261011477,18,10,79,45,22,13,20,11,35,20,29,17,147,84
214004,,8:0-9:3,2_Spring,female,BA_plus,asian,south,0.5366670799661823,18,10,88,47,21,11,17,9,32,17,29,16,162,87
214005,,8:0-9:3,2_Spring,female,BA_plus,asian,south,0.5366670799661823,19,10,79,42,15,8,21,11,36,19,33,18,182,98
214006,1,8:0-9:3,2_Spring,male,BA_plus,asian,south,0.5724848261011477,22,22,108,108,28,28,27,27,37,37,33,33,240,240
214016,,7:0-7:5,1_Spring,male,BA_plus,white,south,1.2191004677227895,18,22,77,94,22,27,24,29,37,45,31,38,212,258
214025,,6:8-6:11,K_Spring,female,BA_plus,white,south,1.1428269508100501,19,22,60,69,24,27,25,29,36,41,29,33,185,211
214027,1,8:0-9:3,2_Spring,female,BA_plus,white,south,1.1428269508100501,24,24,78,78,29,29,28,28,36,36,33,33,200,200
214033,,6:8-6:11,K_Spring,female,BA_plus,white,south,1.1428269508100501,18,21,63,72,22,25,13,15,20,23,26,30,108,123
214039,1,8:0-9:3,2_Spring,female,some_college,white,south,1.2922432230748726,20,20,75,75,22,22,17,17,37,37,33,33,168,168
214046,,8:0-9:3,2_Spring,male,BA_plus,hispanic,south,0.8566493803973911,20,17,89,76,27,23,27,23,36,31,33,28,215,184
214054,,6:0-6:3,1_Fall,male,some_college,white,south,1.3784889449321591,20,28,36,50,21,29,18,25,22,30,28,39,114,157
214055,,6:0-6:3,1_Fall,male,some_college,white,south,1.3784889449321591,16,22,59,81,15,21,17,23,22,30,28,39,118,163
214057,,6:0-6:3,K_Fall,female,some_college,white,south,1.2922432230748726,7,9,33,43,6,8,5,6,8,10,9,12,93,120
214059,,6:8-6:11,1_Fall,male,BA_plus,white,south,1.2191004677227895,20,24,94,115,27,33,26,32,36,44,33,40,198,241
214062,,6:0-6:3,K_Fall,female,BA_plus,white,south,1.1428269508100501,14,16,60,69,18,21,15,17,20,23,28,32,107,122
214064,,5:0-5:7,K_Fall,female,BA_plus,hispanic,south,0.803052763273555,19,15,30,24,24,19,17,14,16,13,26,21,104,84
214065,,6:4-6:7,1_Fall,male,BA_plus,white,south,1.2191004677227895,14,17,48,59,16,20,17,21,17,21,26,32,108,132
214066,,5:8-5:11,K_Fall,female,BA_plus,white,south,1.1428269508100501,10,11,43,49,7,8,12,14,11,13,13,15,93,106
214071,,6:0-6:3,K_Fall,male,BA_plus,white,south,1.2191004677227895,7,9,50,61,17,21,10,12,15,18,23,28,102,124
214073,1,6:8-6:11,1_Fall,male,BA_plus,white,south,1.2191004677227895,10,10,55,55,6,6,11,11,14,14,22,22,103,103
215002,,5:8-5:11,K_Spring,female,BA_plus,asian,northeast,0.4816375903202682,20,10,85,41,14,7,16,8,28,13,25,12,132,64
217001,,6:0-6:3,K_Spring,male,HS_grad,black,northeast,0.8907759707132195,0,0,23,20,5,4,10,9,11,10,14,12,105,94
217003,,7:0-7:5,1_Spring,male,some_college,black,northeast,0.8305740870448542,16,13,52,43,16,13,13,11,17,14,21,17,92,76
217005,,6:8-6:11,1_Spring,male,HS_grad,black,northeast,0.8907759707132195,11,10,22,20,5,4,11,10,17,15,12,11,130,116
217006,,8:0-9:3,1_Spring,male,HS_grad,black,northeast,0.8907759707132195,13,12,44,39,22,20,23,20,31,28,21,19,161,143
217007,,7:0-7:5,1_Spring,male,HS_grad,white,northeast,1.3268102634506693,19,25,62,82,23,31,21,28,35,46,27,36,156,207
217008,,7:6-7:11,2_Spring,male,HS_grad,other,northeast,1.1158225255778174,19,21,62,69,25,28,32,36,38,42,33,37,183,204
217011,,8:0-9:3,2_Spring,male,HS_grad,black,northeast,0.8907759707132195,3,3,64,57,26,23,18,16,36,32,29,26,178,159
217012,,8:0-9:3,2_Spring,female,HS_grad,white,northeast,1.243797839332469,17,21,38,47,19,24,17,21,28,35,20,25,133,165
217013,,8:0-9:3,2_Spring,male,some_college,black,northeast,0.8305740870448542,17,14,27,22,20,17,19,16,19,16,22,18,159,132
218001,,5:8-5:11,K_Spring,female,some_college,hispanic,west,0.7245206991957412,22,16,61,44,17,12,17,12,19,14,29,21,84,61
220003,,5:8-5:11,K_Spring,male,HS_grad,black,midwest,0.8540949419313374,5,4,29,25,5,4,13,11,16,14,11,9,107,91
220004,1,6:4-6:7,K_Spring,male,HS_grad,black,midwest,0.8540949419313374,10,10,35,35,17,17,12,12,18,18,24,24,113,113
220007,,6:4-6:7,1_Spring,female,HS_grad,black,midwest,0.8006581442897353,6,5,48,38,19,15,14,11,28,22,20,16,113,90
220008,,7:0-7:5,1_Spring,female,HS_grad,black,midwest,0.8006581442897353,17,14,50,40,7,6,14,11,18,14,17,14,112,90
220010,,6:4-6:7,1_Spring,male,some_college,black,midwest,0.7963720957540652,13,10,48,38,18,14,18,14,19,15,31,25,102,81
220011,1,7:6-7:11,2_Spring,male,some_college,black,midwest,0.7963720957540652,20,20,53,53,18,18,17,17,35,35,32,32,172,172
220015,,7:6-7:11,2_Spring,male,some_college,black,midwest,0.7963720957540652,18,14,73,58,28,22,18,14,37,29,30,24,216,172
222029,,8:0-9:3,2_Spring,female,BA_plus,white,south,1.1428269508100501,19,22,85,97,30,34,28,32,37,42,33,38,224,256
223003,,8:0-9:3,2_Spring,male,HS_grad,hispanic,south,1.0388599659415687,21,22,78,81,23,24,20,21,37,38,33,34,224,233
225001,,5:0-5:7,K_Spring,male,BA_plus,hispanic,west,0.683511824625908,15,10,68,46,3,2,12,8,21,14,21,14,121,83
225002,,5:8-5:11,K_Spring,male,BA_plus,hispanic,west,0.683511824625908,22,15,71,49,5,3,17,12,24,16,24,16,116,79
225003,,5:8-5:11,K_Spring,male,BA_plus,hispanic,west,0.683511824625908,18,12,66,45,4,3,18,12,26,18,22,15,122,83
225004,,6:0-6:3,K_Spring,male,BA_plus,hispanic,west,0.683511824625908,19,13,66,45,8,5,16,11,22,15,23,16,107,73
225008,,7:0-7:5,1_Spring,male,no_HS,hispanic,west,1.287218903857975,11,14,58,75,16,21,10,13,30,39,28,36,148,191
226001,,5:8-5:11,K_Spring,male,some_college,white,midwest,1.1861957494499935,0,0,46,55,4,5,14,17,17,20,20,24,108,128
226002,1,5:8-5:11,K_Spring,male,HS_grad,hispanic,midwest,0.8939435317229179,3,3,56,56,2,2,17,17,19,19,19,19,101,101
226003,,6:8-6:11,K_Spring,female,no_HS,hispanic,midwest,1.3013782188577496,18,23,51,66,5,7,13,17,16,21,22,29,101,131
226004,,5:8-5:11,K_Spring,male,HS_grad,black,midwest,0.8540949419313374,12,10,35,30,2,2,12,10,15,13,26,22,98,84
226005,,6:0-6:3,K_Spring,female,BA_plus,asian,midwest,0.46180436300630207,19,9,42,19,26,12,18,8,16,7,22,10,97,45
226006,,5:8-5:11,K_Spring,female,BA_plus,hispanic,midwest,0.6910304053443409,22,15,53,37,15,10,16,11,18,12,29,20,106,73
226007,,6:0-6:3,K_Spring,female,BA_plus,asian,midwest,0.46180436300630207,20,9,57,26,10,5,16,7,21,10,28,13,114,53
226008,1,7:6-7:11,1_Spring,male,HS_grad,black,midwest,0.8540949419313374,17,17,72,72,13,13,13,13,26,26,31,31,113,113
226010,,5:8-5:11,K_Spring,female,BA_plus,other,midwest,0.827027311267421,17,14,50,41,16,13,15,12,23,19,31,26,118,98
226011,1,6:0-6:3,K_Spring,male,HS_grad,black,midwest,0.8540949419313374,10,10,60,60,14,14,7,7,11,11,10,10,100,100
226053,,5:0-5:7,K_Fall,male,BA_plus,white,midwest,1.049041269631973,9,9,22,23,6,6,4,4,6,6,8,8,100,105
226054,1,5:0-5:7,K_Fall,female,BA_plus,white,midwest,0.9834075756585001,13,13,35,35,21,21,11,11,13,13,19,19,100,100
226055,,8:0-9:3,2_Fall,male,some_college,black,midwest,0.7963720957540652,23,18,71,57,19,15,15,12,27,22,26,21,118,94
226056,,6:0-6:3,1_Fall,female,BA_plus,white,midwest,0.9834075756585001,22,22,82,81,24,24,29,29,37,36,32,31,212,208
226057,,5:0-5:7,K_Fall,female,BA_plus,white,midwest,0.9834075756585001,19,19,50,49,19,19,15,15,24,24,25,25,124,122
226058,,5:0-5:7,K_Fall,female,BA_plus,white,midwest,0.9834075756585001,16,16,53,52,10,10,14,14,10,10,15,15,100,98
226059,,7:6-7:11,2_Fall,female,some_college,white,midwest,1.1119809296275578,23,26,60,67,23,26,28,31,37,41,33,37,184,205
226060,1,5:8-5:11,K_Fall,male,BA_plus,white,midwest,1.049041269631973,14,14,44,44,25,25,6,6,8,8,16,16,100,100
231001,1,6:0-6:3,K_Spring,male,some_college,hispanic,south,0.9686500266599091,0,0,0,0,0,0,0,0,2,2,0,0,,
231007,1,6:4-6:7,K_Spring,female,some_college,black,south,0.8675688175929586,6,6,8,8,0,0,2,2,,,0,0,,
231014,1,6:8-6:11,1_Spring,male,BA_plus,black,south,0.8184632214921685,3,3,20,20,18,18,2,2,21,21,,,,
231015,1,6:8-6:11,1_Spring,female,some_college,hispanic,south,0.9080460435206213,2,2,11,11,0,0,0,0,9,9,0,0,126,126
232003,,6:8-6:11,K_Spring,female,some_college,hispanic,west,0.7245206991957412,20,14,52,38,6,4,13,9,17,12,20,14,103,75
232004,,8:0-9:3,2_Spring,male,some_college,hispanic,west,0.7728760007263586,22,17,92,71,26,20,28,22,37,29,33,26,207,160
232005,,5:8-5:11,K_Spring,male,BA_plus,asian,west,0.45677981798985356,12,5,41,19,3,1,12,5,15,7,8,4,99,45
232006,,6:4-6:7,K_Spring,female,some_college,white,west,1.031067719741574,19,20,41,42,6,6,13,13,15,15,19,20,96,99
232025,,5:8-5:11,K_Spring,female,BA_plus,white,west,0.9118499963397846,15,14,35,32,8,7,12,11,14,13,20,18,102,93
232026,,7:0-7:5,1_Spring,female,BA_plus,white,west,0.9118499963397846,22,20,81,74,24,22,18,16,32,29,29,26,154,140
232030,,7:6-7:11,1_Spring,female,some_college,hispanic,west,0.7245206991957412,23,17,86,62,24,17,23,17,37,27,32,23,207,150
232054,,6:4-6:7,1_Fall,male,some_college,other,west,0.9249803711680811,19,18,59,55,18,17,14,13,18,17,23,21,95,88
232055,,5:0-5:7,K_Fall,male,BA_plus,white,west,0.9727078594383105,14,14,63,61,14,14,13,13,14,14,18,18,94,91
232056,,6:4-6:7,1_Fall,male,HS_grad,hispanic,west,0.828895796927016,21,17,26,22,9,7,10,8,13,11,13,11,93,77
232065,,7:6-7:11,2_Fall,female,some_college,hispanic,west,0.7245206991957412,20,14,50,36,19,14,19,14,35,25,30,22,188,136
234001,,7:6-7:11,2_Spring,female,HS_grad,hispanic,northeast,0.8740039698238034,21,18,68,59,17,15,22,19,33,29,31,27,134,117
234004,,7:6-7:11,2_Spring,male,HS_grad,black,northeast,0.8907759707132195,19,17,82,73,26,23,30,27,36,32,32,29,194,173
234007,,7:0-7:5,2_Spring,female,no_HS,hispanic,northeast,1.3572688342430745,19,26,105,143,26,35,29,39,38,52,32,43,207,281
234010,,8:0-9:3,2_Spring,female,HS_grad,asian,northeast,0.5840826155085569,23,13,70,41,24,14,21,12,34,20,33,19,184,107
234011,,7:6-7:11,2_Spring,male,no_HS,hispanic,northeast,1.4478544362980434,21,30,112,162,26,38,30,43,37,54,32,46,259,375
234012,,8:0-9:3,2_Spring,male,HS_grad,black,northeast,0.8907759707132195,20,18,94,84,19,17,19,17,33,29,30,27,168,150
234023,,6:8-6:11,1_Spring,male,HS_grad,other,northeast,1.1158225255778174,20,22,84,94,22,25,27,30,36,40,31,35,175,195
234024,1,7:0-7:5,1_Spring,female,no_HS,hispanic,northeast,1.3572688342430745,21,21,69,69,24,24,17,17,20,20,29,29,103,103
234025,,7:0-7:5,1_Spring,female,HS_grad,black,northeast,0.8350442095774292,20,17,92,77,23,19,27,23,36,30,32,27,185,154
234026,,7:0-7:5,1_Spring,female,HS_grad,black,northeast,0.8350442095774292,19,16,85,71,17,14,19,16,35,29,30,25,180,150
234028,,6:8-6:11,1_Spring,female,HS_grad,hispanic,northeast,0.8740039698238034,21,18,78,68,8,7,15,13,26,23,30,26,124,108
234029,1,6:4-6:7,1_Spring,female,some_college,black,northeast,0.7786088812617454,20,20,89,89,20,20,17,17,31,31,29,29,148,148
234030,,6:8-6:11,1_Spring,female,HS_grad,hispanic,northeast,0.8740039698238034,20,17,80,70,22,19,16,14,27,24,30,26,126,110
234031,,7:0-7:5,1_Spring,male,no_HS,hispanic,northeast,1.4478544362980434,20,29,56,81,13,19,18,26,22,32,30,43,96,139
234032,,6:0-6:3,K_Spring,female,HS_grad,black,northeast,0.8350442095774292,15,13,34,28,15,13,10,8,13,11,25,21,96,80
234033,1,6:0-6:3,K_Spring,male,HS_grad,black,northeast,0.8907759707132195,15,15,36,36,19,19,8,8,14,14,5,5,94,94
234034,,5:0-5:7,K_Spring,female,HS_grad,hispanic,northeast,0.8740039698238034,19,17,57,50,21,18,10,9,14,12,25,22,97,85
234035,,6:0-6:3,K_Spring,male,HS_grad,hispanic,northeast,0.93233594784279,11,10,38,35,4,4,12,11,18,17,13,12,98,91
234045,1,7:6-7:11,2_Spring,female,no_HS,hispanic,northeast,1.3572688342430745,21,21,59,59,22,22,20,20,35,35,32,32,209,209
234046,1,7:6-7:11,2_Spring,male,no_HS,hispanic,northeast,1.4478544362980434,19,19,97,97,19,19,27,27,36,36,33,33,210,210
235003,,6:8-6:11,K_Spring,female,some_college,asian,midwest,0.5221819086943206,17,9,92,48,21,11,16,8,32,17,28,15,163,85
235004,,6:8-6:11,K_Spring,male,some_college,asian,midwest,0.557032898702993,19,11,79,44,15,8,16,9,28,16,28,16,123,69
235005,,8:0-9:3,2_Spring,female,BA_plus,hispanic,midwest,0.6910304053443409,23,16,88,61,26,18,30,21,36,25,32,22,200,138
235029,,5:8-5:11,K_Spring,male,BA_plus,asian,midwest,0.49262568977600346,18,9,75,37,19,9,24,12,36,18,32,16,205,101
238002,1,7:0-7:5,1_Spring,female,BA_plus,white,midwest,0.9834075756585001,22,22,84,84,30,30,28,28,36,36,32,32,210,210
240002,,6:0-6:3,K_Spring,female,HS_grad,asian,south,0.650816958692015,21,14,88,57,29,19,20,13,32,21,30,20,157,102
240003,,6:0-6:3,K_Spring,female,BA_plus,other,south,0.9610960132572699,12,12,62,60,24,23,20,19,33,32,29,28,153,147
240020,,6:0-6:3,K_Fall,female,HS_grad,other,south,1.1655225515202685,0,0,41,48,3,3,10,12,10,12,18,21,91,106
240021,1,5:8-5:11,K_Fall,female,some_college,other,south,1.0867522934908571,14,14,68,68,18,18,11,11,13,13,15,15,109,109
240022,,6:8-6:11,K_Fall,male,some_college,other,south,1.1592833266265206,5,6,33,38,2,2,9,10,14,16,11,13,97,112
240023,,5:0-5:7,K_Fall,male,HS_grad,white,south,1.4784049336384766,0,0,45,67,18,27,9,13,14,21,21,31,95,140
240036,1,5:8-5:11,K_Fall,male,HS_grad,other,south,1.243310797573223,2,2,41,41,2,2,8,8,13,13,11,11,96,96
240037,1,7:6-7:11,1_Fall,male,HS_grad,other,south,1.243310797573223,15,15,90,90,21,21,16,16,30,30,26,26,142,142
240038,1,6:0-6:3,K_Fall,male,some_college,white,south,1.3784889449321591,13,13,41,41,4,4,9,9,12,12,9,9,99,99
240039,,7:0-7:5,1_Spring,male,some_college,white,south,1.3784889449321591,18,25,56,77,24,33,17,23,20,28,30,41,107,147
240040,,6:8-6:11,1_Spring,male,some_college,other,south,1.1592833266265206,23,27,102,118,9,10,23,27,37,43,31,36,202,234
241007,1,5:8-5:11,K_Spring,female,some_college,asian,midwest,0.5221819086943206,0,0,25,25,18,18,11,11,14,14,17,17,90,90
241018,1,5:8-5:11,K_Spring,male,some_college,hispanic,midwest,0.8335275727475308,1,1,16,16,4,4,4,4,8,8,4,4,90,90
241019,,7:6-7:11,1_Spring,male,BA_plus,white,midwest,1.049041269631973,19,20,64,67,16,17,23,24,32,34,30,31,127,133
241021,,6:0-6:3,K_Spring,female,BA_plus,white,midwest,0.9834075756585001,15,15,64,63,15,15,16,16,17,17,26,26,110,108
241023,,6:8-6:11,K_Spring,male,BA_plus,white,midwest,1.049041269631973,22,23,107,112,30,31,23,24,36,38,33,35,194,204
241025,,6:4-6:7,K_Spring,male,BA_plus,white,midwest,1.049041269631973,23,24,64,67,21,22,17,18,29,30,29,30,146,153
241027,,6:4-6:7,K_Spring,male,BA_plus,white,midwest,1.049041269631973,19,20,84,88,4,4,13,14,28,29,25,26,154,162
241029,1,6:8-6:11,K_Spring,female,BA_plus,white,midwest,0.9834075756585001,19,19,37,37,24,24,10,10,18,18,26,26,98,98
243022,,7:0-7:5,1_Fall,male,BA_plus,white,south,1.2191004677227895,14,17,44,54,16,20,16,20,17,21,21,26,136,166
243026,,6:0-6:3,1_Fall,male,BA_plus,white,south,1.2191004677227895,18,22,47,57,17,21,21,26,25,30,26,32,170,207
243034,,7:6-7:11,2_Spring,female,HS_grad,other,south,1.1655225515202685,23,27,52,61,30,35,25,29,36,42,33,38,196,228
248038,,6:8-6:11,1_Fall,female,some_college,white,west,1.031067719741574,16,16,51,53,20,21,18,19,24,25,27,28,104,107
248052,1,7:6-7:11,2_Spring,female,HS_grad,white,west,1.1058018342369336,13,13,38,38,6,6,11,11,12,12,21,21,95,95
257001,,7:6-7:11,1_Fall,male,HS_grad,hispanic,west,0.828895796927016,23,19,98,81,24,20,25,21,37,31,32,27,196,162
257002,,7:6-7:11,1_Fall,female,no_HS,hispanic,west,1.206683529265588,22,27,77,93,5,6,17,21,35,42,33,40,162,195
257003,,6:8-6:11,1_Fall,female,some_college,hispanic,west,0.7245206991957412,22,16,98,71,15,11,22,16,36,26,33,24,171,124
257004,,7:6-7:11,1_Fall,female,some_college,hispanic,west,0.7245206991957412,20,14,63,46,19,14,16,12,31,22,26,19,94,68
257005,,7:0-7:5,1_Fall,female,some_college,hispanic,west,0.7245206991957412,20,14,63,46,27,20,22,16,35,25,32,23,170,123
257012,,8:0-9:3,2_Fall,male,HS_grad,hispanic,west,0.828895796927016,19,16,76,63,27,22,25,21,36,30,32,27,189,157
257016,,8:0-9:3,2_Fall,female,no_HS,hispanic,west,1.206683529265588,21,25,75,91,11,13,20,24,27,33,30,36,111,134
257017,,8:0-9:3,2_Fall,female,some_college,hispanic,west,0.7245206991957412,19,14,87,63,5,4,18,13,30,22,31,22,150,109
262026,,8:0-9:3,2_Fall,male,BA_plus,white,midwest,1.049041269631973,20,21,96,101,29,30,23,24,38,40,33,35,263,276
262027,,6:8-6:11,1_Fall,female,BA_plus,white,midwest,0.9834075756585001,18,18,61,60,22,22,13,13,14,14,28,28,98,96
262043,,7:0-7:5,1_Fall,female,BA_plus,white,south,1.1428269508100501,20,23,82,94,16,18,20,23,29,33,30,34,128,146
