ID,age,gender,ethnicity,SES
234022,6,1,7,3
234023,6,1,1,2
234024,7,2,7,1
234025,7,2,2,2
234026,7,2,2,2
234027,6,1,2,2
234028,6,2,7,2
234029,6,2,2,3
234030,6,2,7,2
234031,7,1,7,1
234032,6,2,2,2
234033,6,1,2,2
234034,5,2,7,2
234035,6,1,7,2
234036,6,2,2,3
234037,9,2,2,2
234038,9,1,7,1
234039,10,2,7,3
234040,10,1,2,3
234041,11,1,7,1
234042,10,2,7,1
234043,11,1,7,1
234044,11,2,2,4
234045,7,2,7,1
234046,7,1,7,1
234047,12,2,7,3
234048,8,2,7,3
234049,10,2,7,3
234050,10,2,6,4
234051,11,1,7,2
235001,8,2,3,4
235002,5,1,3,4
235003,6,2,3,3
235004,6,1,3,3
235005,8,2,7,4
235006,6,1,3,4
235007,16,2,3,4
235008,13,1,3,4
235009,13,1,3,4
235011,8,2,3,4
235012,8,1,3,4
235013,6,1,3,4
235014,7,2,3,3
235015,8,1,3,4
235016,7,1,3,3
235017,7,2,3,4
235018,5,2,3,4
235019,8,2,3,4
235020,11,2,3,4
235021,6,2,3,4
235022,15,1,3,4
235024,10,2,3,4
235025,6,2,3,4
235026,11,2,3,4
235027,8,1,3,4
235028,8,1,3,4
235029,5,1,3,4
235030,8,2,3,4
235031,6,2,3,4
236001,6,2,1,4
236003,6,2,3,4
236004,7,2,3,4
236005,7,1,3,4
236006,8,1,3,4
236007,8,2,3,4
236008,8,2,3,4
236009,9,2,1,4
236010,8,2,3,4
236011,10,2,3,4
236012,10,2,3,4
236013,10,1,3,4
236015,11,2,7,4
236016,11,2,3,4
236017,12,1,3,4
236019,11,2,3,4
236020,13,2,3,4
236022,12,2,3,4
236023,13,2,3,4
236024,14,2,2,4
236025,15,2,7,4
236026,15,2,3,4
236027,14,1,3,4
236029,13,2,3,4
236031,17,1,3,4
236035,44,2,3,4
236036,18,2,7,4
236037,48,2,3,4
236038,50,2,3,4
236039,51,1,3,4
236040,55,2,3,4
236041,9,2,3,4
236042,64,2,3,2
236043,15,2,3,4
236044,8,2,3,4
236045,7,1,3,4
236047,6,2,3,4
236048,6,2,3,3
236049,22,1,2,4
238001,20,2,3,3
238002,7,2,3,4
239001,18,1,3,4
239002,80,1,3,2
239003,53,2,3,4
239004,19,2,3,2
239005,17,1,3,4
239006,49,2,3,3
239007,15,2,3,4
239008,71,2,3,3
239009,19,2,7,4
239010,45,2,3,4
239011,18,1,3,4
239012,17,2,3,4
239013,17,2,3,4
239014,77,2,3,2
239015,53,1,3,4
239016,13,1,3,4
239017,18,2,3,4
239018,80,1,3,2
239019,9,2,3,3
239020,16,2,3,4
239021,7,2,3,4
239022,8,2,3,3
239023,51,2,3,4
240001,6,1,3,4
240002,6,2,3,2
240003,6,2,4,4
240004,11,2,4,4
240005,12,2,4,4
240006,9,2,4,4
240007,10,2,4,4
240008,6,1,4,2
240009,8,1,3,2
240010,5,2,3,2
240011,8,2,3,2
240012,6,2,4,4
240013,14,2,4,2
240014,10,2,4,2
240015,12,2,3,2
240016,18,2,4,2
240020,6,2,4,2
240021,5,2,4,3
240022,6,1,4,3
240023,5,1,3,2
240025,7,1,3,2
240026,8,2,4,3
240027,9,1,3,3
240028,7,2,4,3
240029,8,2,4,2
240030,8,2,4,3
240031,8,2,2,2
240032,7,2,3,3
240033,8,2,4,3
240034,7,2,3,3
240035,8,1,3,3
240036,5,1,4,2
240037,7,1,4,2
240038,6,1,3,3
240039,7,1,3,3
240040,6,1,4,3
241001,11,2,7,4
241002,6,2,7,3
241003,8,2,3,3
241004,6,1,2,4
241005,20,3,7,2
241006,7,1,2,4
241007,5,2,3,3
241008,9,1,3,4
241009,10,1,7,3
241010,9,2,3,4
241011,5,2,3,4
241012,10,2,3,4
241013,6,2,7,3
241014,9,2,7,3
241015,13,2,3,4
241016,8,2,3,2
241017,10,1,3,2
241018,5,1,6,3
241019,7,1,3,4
241020,9,2,6,4
241021,6,2,3,4
241022,9,1,2,4
241023,6,1,3,4
241024,8,1,3,4
241025,6,1,3,4
241026,5,1,7,4
241027,6,1,3,4
241028,8,1,3,4
241029,6,2,3,4
242010,17,1,7,4
243001,13, ,3,4
243002,21, ,3,2
243003,20,2,7,2
243004,13,2,3,4
243005,10,2,3,4
243006,12,1,3,4
243007,12,2,7,2
243008,11,1,1,4
243009,18,1,1,4
243010,11,2,3,4
243011,16,2,2,2
243012,14,1,7,2
243013,15,1,3,4
243014,12,1,3,4
243015,37,2,3,2
243016,36,1,3,2
243017,18,1,3,2
243018,7,1,3,4
243019,16,1,3,4
243020,20,2,3,3
243021,28,2,7,4
243022,7,1,3,4
243023,11,1,3,4
243024,10,2,1,4
243025,16,1,3,4
243026,6,1,3,4
243027,15,2,3,4
243028,16,2,3,2
243029,8,1,3,2
243030,8,2,3,2
243031,17,1,3,2
243032,8,1,2,3
243033,13,1,3,3
243034,7,2,6,2
243035,6,1,2,3
244001,7,1,7,2
244002,6,1,7,2
244003,7,1,7,1
244004,6,2,2,2
244005,7,2,7,2
244006,6,1,7,1
244007,7,1,2,2
244008,7,2,2,2
244009,7,1,7,2
244010,7,1,2,2
244011,8,2,2,2
244012,8,2,2,2
244013,8,1,2,2
244014,9,2,7,2
244015,9,1,2,2
244016,9,2,7,1
244017,9,1,3,1
244018,9,1,2,2
244019,9,2,7,1
244020,9,2,7,1
244021,9,1,7,2
244022,9,1,7,2
244023,9,1,7,1
244024,11,2,2,1
244025,10,1,2,1
244026,10,1,7,1
244027,11,2,2,1
244028,12,1,2,1
244029,11,1,2,1
244030,11,1,2,2
244031,11,1,2,2
244032,11,2,7,2
244033,11,1,2,1
244034,13,2,7,2
244035,13,2,7,2
244036,13,1,7,2
244037,13,2,2,2
244038,12,1,7,1
244039,12,1,7,2
244040,12,1,7,2
244041,13,1,2,2
244042,13,1,7,1
244043,13,1,2,2
244044,13,2,7,2
244045,13,2,2,1
244046,12,2,7,1
245001,6,1,2,1
246001,11,1,7,2
246002,12,2,7,2
246003,12,1,7,3
246004,14,1,7,3
246005,16,1,7,3
246006,12,1,7,3
246007,9,2,7,3
246008,7,1,7,3
246009,8,1,3,4
246010,15,1,7,1
246011,13,1,7,1
246012,6,2,7,1
246013,9,1,7,1
246014,11,1,7,1
246015,14,2,7,1
246017,18,2,7,1
246018,13,1,7,2
246019,12,1,7,3
246020,13,1,7,3
246021,8,1,7,3
248001,7,2,3,3
248002,6,2,3,2
248003,10,1,7,2
248004,7,2,7,2
248005,7,1,7,3
248006,9,2,2,2
248007,9,1,3,4
248008,7,2,3,4
248010,20,2,3,3
248011,11,2,7,2
248012,10,1,3,2
248013,13,1,7,2
248014,12,1,7,3
248015,20,2,6,3
248016,18,2,3,3
248017,17,1,7,2
248018,20,2,3,3
248019,24,1,3,2
248023,14,2,3,3
248024,17,2,3,3
248025,6,1,2,3
248026,21,2,3,3
248027,21,1,7,2
248028,21,1,3,2
248029,21,2,3,3
248030,15,1,3,3
248031,17,2,3,3
248032,20,2,7,3
248033,15,2,2,4
248034,13,1,2,4
248035,15,1,6,3
248036,8,1,6,3
248037,17,2,2,3
248038,7,2,3,3
248039,14,2,3,2
248040,11,2,7,2
248041,11,2,6,3
248042,12,1,3,3
248043,8,2,3,2
248044,31,2,7,3
248045,10,1,3,3
248046,8,2,3,3
248047,14,1,3,3
248048,16,1,7,2
248049,11,2,7,3
248050,15,1,7,2
248051,16,1,5,3
248052,7,2,3,2
248053,12,1,3,3
248055,55,1,3,4
248056,15,2,7,2
248057,15,2,7,2
248058,71,1,3,3
248059,56,1,3,3
248060,51,1,3,2
248061,5,2,3,2
248062,5,1,7,2
248063,8,1,6,3
248064,12,1,7,3
248065,6,2,7,2
248066,18,1,7,2
248067,14,1,2,2
248068,15,1,2,2
248069,5,1,3,2
248070,6,1,2,3
248071,6,2,6,2
248072,11,1,7,1
248073,10,1,7,3
248074,14,1,7,3
248075,5,1,7,3
248076,11,1,7,2
249001,20,2,3,3
249002,14,1,3,4
249002,6,2,3,4
249003,14,2,3,4
249004,12,2,3,4
249005,19,2,3,4
249006,11,2,3,3
249007,15,2,3,2
249008,40,2,3,2
249009,7,2,3,3
249010,10,1,3,3
249011,59,2,3,2
249012,8,2,3,3
249013,36,2,3,3
249014,9,2,3,1
249017,14,1,7,1
251001,13,2,3,4
251002,14,2,3,3
251003,11,1,3,4
251004,17,2,3,4
251005,13,2,3,4
251006,8,2,1,4
252001,9,2,7,4
252002,11,1,7,4
252010,10,2,7,3
252019,16,1,3,4
252023,19,2,3,4
253001,7,2,7,4
253002,6,1,7,4
253003,12,1,3,4
253004,9,2,3,4
253005,9,1,3,4
253006,7,2,3,4
253007,18,2,3,3
253008,6,2,3,4
253009,7,2,3,4
253010,12,2,3,4
253011,12,1,3,4
253012,10,1,3,4
253013,11,1,3,4
253014,16,1,3,4
253015,10,1,3,4
253016,8,1,3,4
253017,6,1,3,4
253018,13,1,3,4
253019,13,2,3,4
253020,12,2,3,4
253021,8,1,3,4
253022,13,1,3,4
253023,8,2,3,3
253024,12,1,3,3
253025,15,2,3,3
253026,8,2,3,3
253027,11,1,3,3
253028,10,2,3,4
253029,9,2,3,3
253030,13,1,3,3
253031,8,2,3,3
253032,5,2,3,3
253033,7,2,3,3
253034,9,1,3,3
253035,13,1,3,4
253036,7,2,3,4
253037,11,1,3,3
253038,12,2,3,4
253039,7,2,3,4
253040,8,2,3,4
253041,7,1,3,3
253042,15,2,3,4
253043,12,2,3,4
253044,8,2,3,4
253045,16,1,3,4
253046,11,2,7,3
253047,8,1,3,3
253048,13,2,7,3
253049,14,1,3,3
253050,7,1,3,3
254001,7,2,1,1
254002,7,2,3,3
254003,7,1,3,2
254004,7,1,2,2
254005,7,1,3,4
254006,8,1,3,4
254007,7,2,3,4
254008,8,2,3,2
254009,8,2,1,2
254010,8,2,1,4
254011,9,2,3,3
254012,9,2,1,2
254013,8,1,3,3
254014,9,1,3,4
254015,9,2,3,3
254016,10,2,3,4
254017,10,1,2,2
254018,9,2,3,4
254019,11,1,3,4
254020,10,2,1,2
254021,11,2,1,2
254022,11,1,7,4
254023,17,1,3,4
254024,14,1,3,4
254025,14,2,3,4
255001,10,1,2,4
255003,7,2,2,3
255004,11,1,2,3
255005,15,1,2,3
255006,12,1,3,2
255007,15,1,3,2
255008,9,1,2,4
255009,18,2,2,3
255010,11,1,2,2
255011,18,1,2,2
255012,8,2,2,3
255013,11,1,2,3
255014,8,1,6,2
256001,10,1,3,4
256002,9,1,3,2
256003,14,1,3,4
256004,11,2,3,4
256005,13,1,3,2
256006,7,1,3,4
256007,11,2,3,2
256008,14,1,3,3
256009,8,2,3,4
256010,6,2,3,4
256011,10,1,3,4
256012,13,2,3,4
256013,17,1,3,3
256014,12,2,3,4
256015,14,1,3,4
256016,12,2,3,4
256017,14,2,3,4
256018,10,1,3,4
256019,12,2,3,4
256020,16,2,3,4
256021,12,2,3,2
256022,13,1,3,2
256023,14,2,3,3
256024,11,1,3,2
256025,12,2,3,3
256026,8,2,3,3
256027,9,2,2,3
256028,10,2,3,2
256029,11,1,3,2
256030,11,2,3,4
256031,18,2,3,4
256032,14,1,3,2
256033,10,2,3,2
256034,15,1,4,4
256035,10,1,3,4
256036,13,1,3,4
256037,8,2,3,2
256038,11,1,3,3
256039,11,2,3,2
256040,9,1,3,4
256041,12,2,3,3
256042,15,1,3,3
256043,18,1,3,3
256044,12,2,3,4
256045,7,2,3,3
256046,8,2,2,4
256047,12,1,3,4
256048,13,1,6,2
256049,12,1,3,4
256050,10,1,6,2
257001,7,1,7,2
257002,7,2,7,1
257003,6,2,7,3
257004,7,2,7,3
257005,7,2,7,3
257012,8,1,7,2
257016,8,2,7,1
257017,8,2,7,3
257023,9,1,7,3
257024,9,2,7,2
257025,8,2,7,1
257031,6,2,2,4
257032,6,1,2,3
257033,6,1,2,4
257035,6,1,2,3
258001,20,1,3,3
258002,71,1,3,3
258003,57,2,3,3
258004,24,1,3,3
258005,59,1,7,2
258006,22,2,3,3
258007,17,1,7,1
258008,23,2,1,3
258009,54,1,2,3
258010,51,2,3,3
258011,21,1,2,2
258012,55,1,3,3
258013,51,2,3,2
258014,75,2,3,3
258015,19,2,3,2
258016,23,1,7,2
258017,52,2,7,2
258018,18,1,7,1
258019,17,1,7,1
258020,58,2,3,1
258021,53,2,3,3
258022,56,1,3,3
258023,19,2,3,2
258024,24,1,7,3
258025,68,2,3,3
258026,22,1,3,1
258027,64,1,3,3
258028,21,2,6,3
258029,23,1,3,3
258030,67,1,1,2
258031,58,2,3,2
258032,8,1,3,1
258033,11,2,3,4
259001,13,1,3,4
259002,13,1,2,4
259003,11,2,2,4
259004,7,2,2,4
259005,10,1,2,4
259006,14,1,2,4
259007,16,1,2,4
259008,15,2,2,2
259009,10,1,2,4
259010,6,2,2,3
259011,18,2,3,4
259012,12,2,1,4
259013,12,2,7,4
259014,8,2,2,4
259015,9,1,7,2
259016,15,2,7,1
259017,11,1,7,1
259018,9,2,7,1
259019,8,2,7,2
259020,8,2,7,2
259021,16,1,7,2
259022,17,2,7,3
259023,21,2,2,3
259024,18,2,6,2
259025,9,2,7,1
259026,20,2,2,3
259027,14,1,7,4
259028,11,1,2,4
259029,19,2,2,2
259030,9,1,2,3
259031,9,2,2,2
259032,12,1,2,3
259033,6,2,7,2
259034,9,2,2,4
259035,18,1,2,2
259036,6,2,2,4
259037,6,1,7,2
259038,12,1,7,2
259039,11,1,6,4
259040,13,1,2,4
259041,13,1,2,4
259042,9,1,2,2
259043,14,1,7,2
259044,9,2,7,2
259045,20,1,2,3
259046,9,1,2,3
259047,7,1,2,3
259048,11,1,2,4
259049,6,2,2,3
259050,6,2,3,4
260001,11,1,3,1
260002,8,2,3,4
260003,9,2,3,1
260004,7,1,3,4
260005,8,2,2,3
260006,11,1,3,4
260007,8,1,3,4
260008,25,2,3,2
260009,9,2,3,1
260010,12,1,3,4
260011,25,1,3,3
260012,8,2,3,1
260013,10,1,6,4
260014,7,2,6,4
260016,8,1,3,3
260017,7,1,3,3
260018,7,2,3,4
261001,9,1,7,3
261002,8,2,7,3
261003,6,2,7,3
261004,18,2,3,4
261005,20,2,3,3
261006,8,2,3,3
261007,8,2,3,4
261008,8,2,3,3
261009,8,1,3,4
261010,8,1,3,3
261011,13,1,3,4
261012,12,1,3,3
261013,10,1,3,2
261014,14,1,3,2
261015,18,1,7,3
261016,11,1,7,4
261017,8,1,7,3
261018,16,2,7,3
261019,12,1,7,3
261020,15,2,7,3
261021,17,2,7,3
261022,11,1,3,4
261023,11,2,3,3
261024,11,2,3,4
261025,11,2,3,4
261026,14,1,7,3
261027,6,1,3,4
261028,9,2,3,4
261029,15,2,3,4
261030,11,1,3,4
261031,11,1,3,4
261032,20,1,3,3
261033,12,1,3,4
