ID,noweight,DOB,admin_date,gender,educ,ethnic,region,demo_wt,sege_pom,sege_pom_w,rlne_pom,rlne_pom_w,rhme_pom,rhme_pom_w,snwe_pom,snwe_pom_w,lswe_pom,lswe_pom_w,lske_pom,lske_pom_w
323010,,5/3/2013,1/17/2020,female,HS_grad,black,south,0.8819897497714659,0.68,1,0.575,1,0.7666666666666667,1,0.625,1,0.868421052631579,1,0.9393939393939394,1
325008,1,3/4/2014,1/27/2020,female,HS_grad,white,midwest,1.2004692531390824,0.12,0.12,0.25833333333333336,0.25833333333333336,0.26666666666666666,0.26666666666666666,0.4375,0.4375,0.39473684210526316,0.39473684210526316,0.5454545454545454,0.5454545454545454
326006,,9/5/2013,12/16/2019,male,HS_grad,hispanic,northeast,0.958189112782605,0.12,0,0.058333333333333334,0,0.2,0,0.15625,0,0.18421052631578946,0,0.15151515151515152,0
326023,,8/7/2014,2/13/2020,male,HS_grad,asian,northeast,0.63498426072445735,0.04,0,0.21666666666666667,0,0.03333333333333333,0,0.03125,0,0.21052631578947367,0,0.030303030303030304,0
326025,1,6/5/2014,2/14/2020,male,no_HS,hispanic,northeast,1.6219804253831362,0.04,0.04,0.175,0.175,0.03333333333333333,0.03333333333333333,0.28125,0.28125,0.18421052631578946,0.18421052631578946,0.21212121212121213,0.21212121212121213
326026,1,5/1/2013,2/20/2020,male,HS_grad,asian,northeast,0.63498426072445735,0.04,0.04,0.23333333333333334,0.23333333333333334,0.03333333333333333,0.03333333333333333,0.125,0.125,0.23684210526315788,0.23684210526315788,0.12121212121212122,0.12121212121212122
326027,1,3/23/2013,2/20/2020,female,no_HS,white,northeast,2.2608865894826655,0.04,0.04,0.1,0.1,0.06666666666666667,0.06666666666666667,0.09375,0.09375,0.15789473684210525,0.15789473684210525,0.09090909090909091,0.09090909090909091
327004,1,11/27/2013,12/11/2019,female,HS_grad,hispanic,west,0.7271074524755926,0.72,0.72,0.26666666666666666,0.26666666666666666,0.03333333333333333,0.03333333333333333,0.28125,0.28125,0.2631578947368421,0.2631578947368421,0.45454545454545453,0.45454545454545453
327007,1,10/23/2012,12/12/2019,male,HS_grad,white,west,1.1523000070066118,0.88,0.88,0.2,0.2,0.16666666666666666,0.16666666666666666,0.25,0.25,0.23684210526315788,0.23684210526315788,0.5454545454545454,0.5454545454545454
327013,,10/27/2013,1/13/2020,female,no_HS,hispanic,west,1.230815545003153,0.52,1,0.25833333333333336,0,0.03333333333333333,0,0.34375,0,0.3684210526315789,0,0.42424242424242425,1
327024,1,7/2/2013,1/15/2020,female,some_college,white,west,1.0456574822307532,0.92,0.92,0.38333333333333336,0.38333333333333336,0.13333333333333333,0.13333333333333333,0.4375,0.4375,0.34210526315789475,0.34210526315789475,0.7272727272727273,0.7272727272727273
327025,,4/10/2014,1/25/2020,male,some_college,white,west,1.1149524575599827,0.08,0,0.4583333333333333,1,0.3333333333333333,0,0.28125,0,0.3684210526315789,0,0.5757575757575758,1
327033,,12/30/2013,2/18/2020,male,HS_grad,white,west,1.1523000070066118,0.84,1,0.475,1,0.7,1,0.53125,1,0.5526315789473685,1,0.6363636363636364,1
327038,,9/2/2011,2/20/2020,male,some_college,white,west,1.1149524575599827,0.88,1,0.7083333333333334,1,0.8333333333333334,1,0.8125,1,0.9736842105263158,1,0.9696969696969697,1
327041,,2/26/2013,2/20/2020,female,some_college,white,west,1.0456574822307532,1,1,0.8666666666666667,1,0.7333333333333333,1,0.71875,1,0.7894736842105263,1,0.696969696969697,1
328001,,5/16/2012,3/4/2020,male,some_college,white,south,1.408351184817493,0.84,1,0.9833333333333333,1,0.8666666666666667,1,0.8125,1,0.9473684210526315,1,1,1
328003,1,3/26/2012,3/6/2020,female,some_college,hispanic,south,0.8886771118259256,0.92,0.92,0.7083333333333334,0.7083333333333334,0.8666666666666667,0.8666666666666667,0.625,0.625,0.8157894736842105,0.8157894736842105,1,1
328004,1,10/28/2011,3/9/2020,male,HS_grad,white,south,1.455526708003746,0.88,0.88,0.5666666666666667,0.5666666666666667,0.8666666666666667,0.8666666666666667,0.65625,0.65625,0.8157894736842105,0.8157894736842105,0.8484848484848485,0.8484848484848485
328005,,3/29/2013,3/10/2020,female,some_college,white,south,1.3208212996236495,0.96,1,0.625,1,0.8666666666666667,1,0.5625,1,0.6578947368421053,1,0.9696969696969697,1
328006,1,11/21/2011,3/11/2020,female,some_college,white,south,1.3208212996236495,0.92,0.92,0.85,0.85,0.9333333333333333,0.9333333333333333,0.90625,0.90625,0.9473684210526315,0.9473684210526315,0.9696969696969697,0.9696969696969697
328007,,8/30/2012,3/11/2020,female,HS_grad,white,south,1.3650648352680395,0.92,1,0.5666666666666667,1,0.8333333333333334,1,0.53125,1,0.631578947368421,1,0.9393939393939394,1
328008,,10/8/2011,3/12/2020,male,HS_grad,white,south,1.455526708003746,0.8,1,0.975,1,0.8333333333333334,1,0.78125,1,0.9473684210526315,1,0.9696969696969697,1
328009,,11/3/2012,3/12/2020,female,some_college,other,south,1.086987601031741,0.8,1,0.6,1,0.6666666666666666,1,0.5625,1,0.5263157894736842,1,0.8484848484848485,1
331001,,3/12/2014,1/3/2020,female,some_college,white,south,1.3208212996236495,0.8,1,0.4,1,0.6333333333333333,1,0.5,1,0.39473684210526316,1,0.696969696969697,1
333011,,2/26/2014,2/5/2020,male,some_college,white,south,1.408351184817493,0.72,1,0.6166666666666667,1,0.16666666666666666,0,0.5625,1,0.5263157894736842,1,0.8484848484848485,1
333013,,9/16/2013,2/25/2020,female,some_college,white,south,1.3208212996236495,0.76,1,0.6,1,0.6,1,0.375,0,0.5263157894736842,1,0.696969696969697,1
336006,1,6/23/2013,2/5/2020,female,some_college,hispanic,south,0.8886771118259256,0.68,0.68,0.21666666666666667,0.21666666666666667,0.5333333333333333,0.5333333333333333,0.46875,0.46875,0.6052631578947368,0.6052631578947368,0.8787878787878788,0.8787878787878788
336014,1,7/22/2014,2/17/2020,female,BA_plus,hispanic,south,0.7681770092430881,0.4,0.4,0.20833333333333334,0.20833333333333334,0.1,0.1,0.59375,0.59375,0.4473684210526316,0.4473684210526316,0.5757575757575758,0.5757575757575758
338003,1,6/14/2014,12/12/2019,male,some_college,white,west,1.1149524575599827,0.56,0.56,0.09166666666666666,0.09166666666666666,0.06666666666666667,0.06666666666666667,0.25,0.25,0.13157894736842105,0.13157894736842105,0.21212121212121213,0.21212121212121213
338005,1,4/11/2014,12/17/2019,female,some_college,white,west,1.0456574822307532,0.48,0.48,0.225,0.225,0.06666666666666667,0.06666666666666667,0.0625,0.0625,0.2631578947368421,0.2631578947368421,0.06060606060606061,0.06060606060606061
338007,1,3/20/2014,12/17/2019,male,HS_grad,white,west,1.1523000070066118,0.6,0.6,0.3416666666666667,0.3416666666666667,0.5,0.5,0.3125,0.3125,0.3684210526315789,0.3684210526315789,0.36363636363636365,0.36363636363636365
348002,,12/23/2013,3/12/2021,male,HS_grad,white,south,1.455526708003746,0.64,1,0.75,1,0.9333333333333333,1,0.6875,1,0.8947368421052632,1,0.8787878787878788,1
348003,,3/17/2014,1/29/2021,male,HS_grad,white,south,1.455526708003746,0.88,1,0.775,1,1,1,0.71875,1,0.868421052631579,1,0.9696969696969697,1
348004,,1/12/2014,1/21/2021,female,HS_grad,white,south,1.3650648352680395,0.88,1,0.7416666666666667,1,1,1,0.78125,1,0.8421052631578947,1,0.9393939393939394,1
348005,,10/1/2013,1/28/2021,female,HS_grad,white,south,1.3650648352680395,0.72,1,0.7583333333333333,1,0.7333333333333333,1,0.59375,1,0.8421052631578947,1,0.8787878787878788,1
348006,,10/2/2013,1/21/2021,female,HS_grad,white,south,1.3650648352680395,0.8,1,0.6916666666666667,1,1,1,0.90625,1,0.9473684210526315,1,0.9696969696969697,1
364003,,4/20/2015,3/11/2021,male,some_college,hispanic,west,0.7501641062950362,0.32,0,0.30833333333333335,0,0.03333333333333333,0,0.3125,0,0.2631578947368421,0,0.2727272727272727,0
364004,,4/1/2014,3/12/2021,male,BA_plus,white,west,0.9637705673963912,0.92,1,0.45,0,0.6333333333333333,1,0.46875,0,0.47368421052631576,0,0.7878787878787878,1
364005,1,4/13/2014,3/12/2021,male,some_college,hispanic,west,0.7501641062950362,0.6,0.6,0.5666666666666667,0.5666666666666667,0.7666666666666667,0.7666666666666667,0.75,0.75,0.7368421052631579,0.7368421052631579,0.5454545454545454,0.5454545454545454
364006,1,11/1/2013,3/12/2021,female,some_college,white,west,1.0456574822307532,0.72,0.72,0.5,0.5,0.7666666666666667,0.7666666666666667,0.59375,0.59375,0.6052631578947368,0.6052631578947368,0.6666666666666666,0.6666666666666666
364007,,1/13/2013,3/12/2021,female,some_college,white,west,1.0456574822307532,0.88,1,0.8583333333333333,1,0.9,1,0.875,1,0.9210526315789473,1,0.8787878787878788,1
364008,1,3/3/2013,3/12/2021,male,BA_plus,white,west,0.9637705673963912,0.88,0.88,0.7083333333333334,0.7083333333333334,0.8666666666666667,0.8666666666666667,0.84375,0.84375,0.9736842105263158,0.9736842105263158,1,1
364009,,9/5/2012,3/12/2021,female,HS_grad,hispanic,west,0.7271074524755926,0.96,1,0.8916666666666667,1,0.9666666666666667,1,0.96875,1,0.9736842105263158,1,0.9696969696969697,1
365005,1,7/31/2012,3/15/2021,female,BA_plus,black,northeast,0.7217765276271261,0.8,0.8,0.6916666666666667,0.6916666666666667,0.7,0.7,0.5,0.5,0.8421052631578947,0.8421052631578947,0.9393939393939394,0.9393939393939394
365006,1,4/18/2015,3/18/2021,female,no_HS,black,northeast,1.4607942024438196,,,0.3,0.3,0.2,0.2,0.03125,0.03125,0.34210526315789475,0.34210526315789475,0.24242424242424243,0.24242424242424243
365008,,4/18/2013,3/16/2021,female,some_college,hispanic,northeast,0.8695110727074995,0.88,1,0.7666666666666667,1,0.8,1,0.65625,1,0.8947368421052632,1,0.8787878787878788,1
365011,1,6/18/2014,3/22/2021,female,no_HS,hispanic,northeast,1.5211733525798812,0.44,0.44,0.26666666666666666,0.26666666666666666,0.5333333333333333,0.5333333333333333,0.15625,0.15625,0.23684210526315788,0.23684210526315788,0.15151515151515152,0.15151515151515152
365012,1,4/10/2012,3/15/2021,female,HS_grad,hispanic,northeast,0.8986370749528358,0.8,0.8,0.48333333333333334,0.48333333333333334,0.36666666666666664,0.36666666666666664,0.4375,0.4375,0.8947368421052632,0.8947368421052632,0.9393939393939394,0.9393939393939394
365016,,7/31/2013,3/18/2021,female,BA_plus,white,northeast,1.1171011420948558,0.76,1,0.48333333333333334,1,0.7,1,0.625,1,0.9473684210526315,1,0.9696969696969697,1
365017,,7/31/2012,3/19/2021,male,BA_plus,hispanic,northeast,0.8014184320787194,0.84,1,0.8416666666666667,1,0.7333333333333333,1,0.59375,0,0.9736842105263158,1,1,1
365018,,7/2/2013,3/22/2021,female,some_college,black,northeast,0.8349980176931354,0.8,1,0.49166666666666664,0,0.7666666666666667,1,0.4375,0,0.5526315789473685,0,0.696969696969697,1
365019,,12/2/2013,3/25/2021,male,some_college,hispanic,northeast,0.9271329511482466,0.84,1,0.5333333333333333,0,0.6666666666666666,1,0.59375,1,0.9210526315789473,1,0.9696969696969697,1
365020,,3/26/2013,3/19/2021,female,BA_plus,hispanic,northeast,0.7516097876807166,0.92,1,0.6916666666666667,1,0.7333333333333333,1,0.90625,1,0.9473684210526315,1,1,1
365021,,6/1/2013,3/25/2021,female,BA_plus,white,northeast,1.1171011420948558,0.88,1,0.65,1,0.8333333333333334,1,0.9375,1,0.9736842105263158,1,1,1
365022,,5/5/2013,3/19/2021,female,no_HS,hispanic,northeast,1.5211733525798812,0.84,1,0.6583333333333333,1,1,2,0.6875,1,0.9473684210526315,1,1,2
365023,,3/27/2013,3/22/2021,female,BA_plus,black,northeast,0.7217765276271261,0.84,1,0.5916666666666667,0,0.9,1,0.90625,1,0.9736842105263158,1,1,1
