ID,noweight,DOB,admin_date,gender,educ,ethnic,region,demo_wt,sege_pom,sege_pom_w,rlne_pom,rlne_pom_w,rhme_pom,rhme_pom_w,snwe_pom,snwe_pom_w,lswe_pom,lswe_pom_w,lske_pom,lske_pom_w
213009,,3/13/2014,7/5/2019,male,BA_plus,hispanic,west,0.6484456637250637,0.52,0,0.4666666666666667,0,0.23333333333333334,0,0.3125,0,0.2894736842105263,0,0.6666666666666666,0
213010,,4/1/2013,7/6/2019,female,BA_plus,white,west,0.9038716387578337,0.84,1,0.6083333333333333,1,0.8666666666666667,1,0.53125,0,0.6578947368421053,1,0.8484848484848485,1
213013,,2/28/2012,7/20/2019,female,BA_plus,white,northeast,1.1171011420948558,0.76,1,0.65,1,0.9333333333333333,1,0.4375,0,0.8421052631578947,1,0.9696969696969697,1
213016,,9/18/2012,8/22/2019,female,some_college,black,west,0.6756156610819674,0.76,1,0.21666666666666667,0,0.5,0,0.46875,0,0.5789473684210527,0,0.6060606060606061,0
213019,,8/24/2013,9/22/2019,male,BA_plus,white,west,0.9637705673963912,0.04,0,0.48333333333333334,0,0.7666666666666667,1,0.59375,1,0.6842105263157895,1,0.6666666666666666,1
214001,,12/28/2010,4/17/2019,female,BA_plus,hispanic,south,0.7681770092430881,0.72,1,0.725,1,0.8333333333333334,1,0.8125,1,0.9736842105263158,1,1,1
214002,,6/28/2012,4/17/2019,female,BA_plus,hispanic,south,0.7681770092430881,0.56,0,0.6416666666666667,0,0.9,1,0.75,1,0.9210526315789473,1,1,1
214003,,2/15/2012,4/17/2019,male,BA_plus,asian,south,0.5428001179957411,0.72,0,0.6583333333333333,0,0.7333333333333333,0,0.625,0,0.9210526315789473,0,0.8787878787878788,0
214004,,2/13/2011,4/17/2019,female,BA_plus,asian,south,0.5090647595684119,0.72,0,0.7333333333333333,0,0.7,0,0.53125,0,0.8421052631578947,0,0.8787878787878788,0
214005,,4/4/2011,4/17/2019,female,BA_plus,asian,south,0.5090647595684119,0.76,0,0.6583333333333333,0,0.5,0,0.65625,0,0.9473684210526315,0,1,1
214006,1,3/8/2011,3/14/2019,male,BA_plus,asian,south,0.5428001179957411,0.88,0.88,0.9,0.9,0.9333333333333333,0.9333333333333333,0.84375,0.84375,0.9736842105263158,0.9736842105263158,1,1
214016,,1/2/2012,5/21/2019,male,BA_plus,white,south,1.2173859174725512,0.72,1,0.6416666666666667,1,0.7333333333333333,1,0.75,1,0.9736842105263158,1,0.9393939393939394,1
214025,,9/26/2012,5/28/2019,female,BA_plus,white,south,1.141724640128021,0.76,1,0.5,1,0.8,1,0.78125,1,0.9473684210526315,1,0.8787878787878788,1
214027,1,1/25/2011,5/29/2019,female,BA_plus,white,south,1.141724640128021,0.96,0.96,0.65,0.65,0.9666666666666667,0.9666666666666667,0.875,0.875,0.9473684210526315,0.9473684210526315,1,1
214033,,7/20/2012,5/30/2019,female,BA_plus,white,south,1.141724640128021,0.72,1,0.525,1,0.7333333333333333,1,0.40625,0,0.5263157894736842,1,0.7878787878787878,1
214039,1,10/29/2010,6/7/2019,female,some_college,white,south,1.3208212996236495,0.8,0.8,0.625,0.625,0.7333333333333333,0.7333333333333333,0.53125,0.53125,0.9736842105263158,0.9736842105263158,1,1
214046,,11/2/2010,6/14/2019,male,BA_plus,hispanic,south,0.8190835515942422,0.8,1,0.7416666666666667,1,0.9,1,0.84375,1,0.9473684210526315,1,1,1
214054,,7/25/2013,10/5/2019,male,some_college,white,south,1.408351184817493,0.8,1,0.3,0,0.7,1,0.5625,1,0.5789473684210527,1,0.8484848484848485,1
214055,,7/25/2013,10/5/2019,male,some_college,white,south,1.408351184817493,0.64,1,0.49166666666666664,1,0.5,1,0.53125,1,0.5789473684210527,1,0.8484848484848485,1
214057,,9/15/2013,10/4/2019,female,some_college,white,south,1.3208212996236495,0.28,0,0.275,0,0.2,0,0.15625,0,0.21052631578947367,0,0.2727272727272727,0
214059,,11/2/2012,10/13/2019,male,BA_plus,white,south,1.2173859174725512,0.8,1,0.7833333333333333,1,0.9,1,0.8125,1,0.9473684210526315,1,1,1
214062,,9/20/2013,10/14/2019,female,BA_plus,white,south,1.141724640128021,0.56,1,0.5,1,0.6,1,0.46875,1,0.5263157894736842,1,0.8484848484848485,1
214064,,7/7/2014,10/20/2019,female,BA_plus,hispanic,south,0.7681770092430881,0.76,1,0.25,0,0.8,1,0.53125,0,0.42105263157894735,0,0.7878787878787878,1
214065,,6/3/2013,10/25/2019,male,BA_plus,white,south,1.2173859174725512,0.56,1,0.4,0,0.5333333333333333,1,0.53125,1,0.4473684210526316,1,0.7878787878787878,1
214066,,1/17/2014,10/25/2019,female,BA_plus,white,south,1.141724640128021,0.4,0,0.35833333333333334,0,0.23333333333333334,0,0.375,0,0.2894736842105263,0,0.3939393939393939,0
214071,,8/12/2013,11/16/2019,male,BA_plus,white,south,1.2173859174725512,0.28,0,0.4166666666666667,1,0.5666666666666667,1,0.3125,0,0.39473684210526316,0,0.696969696969697,1
214073,1,1/31/2013,11/14/2019,male,BA_plus,white,south,1.2173859174725512,0.4,0.4,0.4583333333333333,0.4583333333333333,0.2,0.2,0.34375,0.34375,0.3684210526315789,0.3684210526315789,0.6666666666666666,0.6666666666666666
215002,,6/10/2013,3/26/2019,female,BA_plus,asian,northeast,0.49808579435611616,0.8,0,0.7083333333333334,0,0.4666666666666667,0,0.5,0,0.7368421052631579,0,0.7575757575757576,0
217001,,12/25/2012,4/1/2019,male,HS_grad,black,northeast,0.9201562060127617,0.04,0,0.19166666666666668,0,0.16666666666666666,0,0.3125,0,0.2894736842105263,0,0.42424242424242425,0
217003,,2/26/2012,5/2/2019,male,some_college,black,northeast,0.8903327406012171,0.64,1,0.43333333333333335,0,0.5333333333333333,0,0.40625,0,0.4473684210526316,0,0.6363636363636364,1
217005,,8/25/2012,4/25/2019,male,HS_grad,black,northeast,0.9201562060127617,0.44,0,0.18333333333333332,0,0.16666666666666666,0,0.34375,0,0.4473684210526316,0,0.36363636363636365,0
217006,,4/28/2011,5/1/2019,male,HS_grad,black,northeast,0.9201562060127617,0.52,0,0.36666666666666664,0,0.7333333333333333,1,0.71875,1,0.8157894736842105,1,0.6363636363636364,1
217007,,12/17/2011,5/2/2019,male,HS_grad,white,northeast,1.4241354620131792,0.76,1,0.5166666666666667,1,0.7666666666666667,1,0.65625,1,0.9210526315789473,1,0.8181818181818182,1
217008,,9/19/2011,4/29/2019,male,HS_grad,other,northeast,1.1720113764360274,0.76,1,0.5166666666666667,1,0.8333333333333334,1,1,1,1,1,1,1
217011,,1/17/2011,4/24/2019,male,HS_grad,black,northeast,0.9201562060127617,0.12,0,0.5333333333333333,0,0.8666666666666667,1,0.5625,1,0.9473684210526315,1,0.8787878787878788,1
217012,,12/13/2010,4/25/2019,female,HS_grad,white,northeast,1.335624574363627,0.68,1,0.31666666666666665,0,0.6333333333333333,1,0.53125,1,0.7368421052631579,1,0.6060606060606061,1
217013,,3/31/2011,5/2/2019,male,some_college,black,northeast,0.8903327406012171,0.68,1,0.225,0,0.6666666666666666,1,0.59375,1,0.5,0,0.6666666666666666,1
218001,,5/22/2013,3/16/2019,female,some_college,hispanic,west,0.703540949508289,0.88,1,0.5083333333333333,0,0.5666666666666667,0,0.53125,0,0.5,0,0.8787878787878788,1
220003,,7/7/2013,4/9/2019,male,HS_grad,black,midwest,0.8270432085526275,0.2,0,0.24166666666666667,0,0.16666666666666666,0,0.40625,0,0.42105263157894735,0,0.3333333333333333,0
220004,1,11/19/2012,4/4/2019,male,HS_grad,black,midwest,0.8270432085526275,0.4,0.4,0.2916666666666667,0.2916666666666667,0.5666666666666667,0.5666666666666667,0.375,0.375,0.47368421052631576,0.47368421052631576,0.7272727272727273,0.7272727272727273
220007,,8/28/2012,3/28/2019,female,HS_grad,black,midwest,0.7756419686663273,0.24,0,0.4,0,0.6333333333333333,0,0.4375,0,0.7368421052631579,1,0.6060606060606061,0
220008,,10/26/2011,3/15/2019,female,HS_grad,black,midwest,0.7756419686663273,0.68,1,0.4166666666666667,0,0.23333333333333334,0,0.4375,0,0.47368421052631576,0,0.5151515151515151,0
220010,,9/15/2012,3/14/2019,male,some_college,black,midwest,0.8002376571006601,0.52,0,0.4,0,0.6,0,0.5625,0,0.5,0,0.9393939393939394,1
220011,1,6/21/2011,3/27/2019,male,some_college,black,midwest,0.8002376571006601,0.8,0.8,0.44166666666666665,0.44166666666666665,0.6,0.6,0.53125,0.53125,0.9210526315789473,0.9210526315789473,0.9696969696969697,0.9696969696969697
220015,,7/8/2011,3/27/2019,male,some_college,black,midwest,0.8002376571006601,0.72,1,0.6083333333333333,0,0.9333333333333333,1,0.5625,0,0.9736842105263158,1,0.9090909090909091,1
222029,,1/30/2011,6/13/2019,female,BA_plus,white,south,1.141724640128021,0.76,1,0.7083333333333334,1,1,1,0.875,1,0.9736842105263158,1,1,1
223003,,12/27/2010,3/14/2019,male,HS_grad,hispanic,south,0.9793098214140168,0.84,1,0.65,1,0.7666666666666667,1,0.625,1,0.9736842105263158,1,1,1
225001,,9/5/2013,3/24/2019,male,BA_plus,hispanic,west,0.6484456637250637,0.6,0,0.5666666666666667,0,0.1,0,0.375,0,0.5526315789473685,0,0.6363636363636364,0
225002,,8/1/2013,3/24/2019,male,BA_plus,hispanic,west,0.6484456637250637,0.88,1,0.5916666666666667,0,0.16666666666666666,0,0.53125,0,0.631578947368421,0,0.7272727272727273,0
225003,,6/13/2013,3/26/2019,male,BA_plus,hispanic,west,0.6484456637250637,0.72,0,0.55,0,0.13333333333333333,0,0.5625,0,0.6842105263157895,0,0.6666666666666666,0
225004,,4/9/2013,3/26/2019,male,BA_plus,hispanic,west,0.6484456637250637,0.76,0,0.55,0,0.26666666666666666,0,0.5,0,0.5789473684210527,0,0.696969696969697,0
225008,,3/3/2012,5/5/2019,male,no_HS,hispanic,west,1.3123808130523746,0.44,1,0.48333333333333334,1,0.5333333333333333,1,0.3125,0,0.7894736842105263,1,0.8484848484848485,1
226001,,6/13/2013,3/14/2019,male,some_college,white,midwest,1.2385362594615668,0.04,0,0.38333333333333336,0,0.13333333333333333,0,0.4375,1,0.4473684210526316,1,0.6060606060606061,1
226002,1,7/6/2013,3/18/2019,male,HS_grad,hispanic,midwest,0.8612274666600797,0.12,0.12,0.4666666666666667,0.4666666666666667,0.06666666666666667,0.06666666666666667,0.53125,0.53125,0.5,0.5,0.5757575757575758,0.5757575757575758
226003,,8/26/2012,4/12/2019,female,no_HS,hispanic,midwest,1.3672418683496588,0.72,1,0.425,1,0.16666666666666666,0,0.40625,1,0.42105263157894735,1,0.6666666666666666,1
226004,,8/8/2013,4/12/2019,male,HS_grad,black,midwest,0.8270432085526275,0.48,0,0.2916666666666667,0,0.06666666666666667,0,0.375,0,0.39473684210526316,0,0.7878787878787878,1
226005,,3/12/2013,4/12/2019,female,BA_plus,asian,midwest,0.4476831985775394,0.76,0,0.35,0,0.8666666666666667,0,0.5625,0,0.42105263157894735,0,0.6666666666666666,0
226006,,6/30/2013,3/18/2019,female,BA_plus,hispanic,midwest,0.6755524402499087,0.88,1,0.44166666666666665,0,0.5,0,0.5,0,0.47368421052631576,0,0.8787878787878788,1
226007,,2/11/2013,3/14/2019,female,BA_plus,asian,midwest,0.4476831985775394,0.8,0,0.475,0,0.3333333333333333,0,0.5,0,0.5526315789473685,0,0.8484848484848485,0
226008,1,9/7/2011,3/18/2019,male,HS_grad,black,midwest,0.8270432085526275,0.68,0.68,0.6,0.6,0.43333333333333335,0.43333333333333335,0.40625,0.40625,0.6842105263157895,0.6842105263157895,0.9393939393939394,0.9393939393939394
226010,,7/2/2013,3/22/2019,female,BA_plus,other,midwest,0.8263036333743511,0.68,1,0.4166666666666667,0,0.5333333333333333,0,0.46875,0,0.6052631578947368,1,0.9393939393939394,1
226011,1,1/25/2013,4/18/2019,male,HS_grad,black,midwest,0.8270432085526275,0.4,0.4,0.5,0.5,0.4666666666666667,0.4666666666666667,0.21875,0.21875,0.2894736842105263,0.2894736842105263,0.30303030303030304,0.30303030303030304
226053,,7/17/2014,7/18/2019,male,BA_plus,white,midwest,1.070597033468632,0.36,0,0.18333333333333332,0,0.2,0,0.125,0,0.15789473684210525,0,0.24242424242424243,0
226054,1,1/17/2014,7/12/2019,female,BA_plus,white,midwest,1.0040587748023304,0.52,0.52,0.2916666666666667,0.2916666666666667,0.7,0.7,0.34375,0.34375,0.34210526315789475,0.34210526315789475,0.5757575757575758,0.5757575757575758
226055,,6/8/2011,7/20/2019,male,some_college,black,midwest,0.8002376571006601,0.92,1,0.5916666666666667,0,0.6333333333333333,1,0.46875,0,0.7105263157894737,1,0.7878787878787878,1
226056,,6/23/2013,7/17/2019,female,BA_plus,white,midwest,1.0040587748023304,0.88,1,0.6833333333333333,1,0.8,1,0.90625,1,0.9736842105263158,1,0.9696969696969697,1
226057,,5/28/2014,7/29/2019,female,BA_plus,white,midwest,1.0040587748023304,0.76,1,0.4166666666666667,0,0.6333333333333333,1,0.46875,0,0.631578947368421,1,0.7575757575757576,1
226058,,3/24/2014,7/31/2019,female,BA_plus,white,midwest,1.0040587748023304,0.64,1,0.44166666666666665,0,0.3333333333333333,0,0.4375,0,0.2631578947368421,0,0.45454545454545453,0
226059,,11/1/2011,7/31/2019,female,some_college,white,midwest,1.1615604754612625,0.92,1,0.5,1,0.7666666666666667,1,0.875,1,0.9736842105263158,1,1,1
226060,1,10/17/2013,8/1/2019,male,BA_plus,white,midwest,1.070597033468632,0.56,0.56,0.36666666666666664,0.36666666666666664,0.8333333333333334,0.8333333333333334,0.1875,0.1875,0.21052631578947367,0.21052631578947367,0.48484848484848486,0.48484848484848486
231014,1,5/22/2012,4/17/2019,male,BA_plus,black,south,0.7865720901938624,0.12,0.12,0.16666666666666666,0.16666666666666666,0.6,0.6,0.0625,0.0625,0.5526315789473685,0.5526315789473685,,
231015,1,5/2/2012,4/17/2019,female,some_college,hispanic,south,0.8886771118259256,0.08,0.08,0.09166666666666666,0.09166666666666666,0.03333333333333333,0.03333333333333333,0.03125,0.03125,0.23684210526315788,0.23684210526315788,0.030303030303030304,0.030303030303030304
232003,,10/4/2012,5/28/2019,female,some_college,hispanic,west,0.703540949508289,0.8,1,0.43333333333333335,0,0.2,0,0.40625,0,0.4473684210526316,0,0.6060606060606061,0
232004,,1/12/2011,6/3/2019,male,some_college,hispanic,west,0.7501641062950362,0.88,1,0.7666666666666667,1,0.8666666666666667,1,0.875,1,0.9736842105263158,1,1,1
232005,,6/5/2013,5/11/2019,male,BA_plus,asian,west,0.42971975459489314,0.48,0,0.3416666666666667,0,0.1,0,0.375,0,0.39473684210526316,0,0.24242424242424243,0
232006,,3/1/2013,6/17/2019,female,some_college,white,west,1.0456574822307532,0.76,1,0.3416666666666667,0,0.2,0,0.40625,0,0.39473684210526316,0,0.5757575757575758,1
232025,,7/9/2013,5/19/2019,female,BA_plus,white,west,0.9038716387578337,0.6,1,0.2916666666666667,0,0.26666666666666666,0,0.375,0,0.3684210526315789,0,0.6060606060606061,1
232026,,12/22/2011,5/19/2019,female,BA_plus,white,west,0.9038716387578337,0.88,1,0.675,1,0.8,1,0.5625,1,0.8421052631578947,1,0.8787878787878788,1
232030,,9/7/2011,6/18/2019,female,some_college,hispanic,west,0.703540949508289,0.92,1,0.7166666666666667,1,0.8,1,0.71875,1,0.9736842105263158,1,0.9696969696969697,1
232054,,4/12/2013,9/15/2019,male,some_college,other,west,0.9175650767086322,0.76,1,0.49166666666666664,0,0.6,1,0.4375,0,0.47368421052631576,0,0.696969696969697,1
232055,,5/14/2014,9/8/2019,male,BA_plus,white,west,0.9637705673963912,0.56,1,0.525,1,0.4666666666666667,0,0.40625,0,0.3684210526315789,0,0.5454545454545454,1
232056,,5/14/2013,10/15/2019,male,HS_grad,hispanic,west,0.7752923446005991,0.84,1,0.21666666666666667,0,0.3,0,0.3125,0,0.34210526315789475,0,0.3939393939393939,0
232065,,1/13/2012,9/14/2019,female,some_college,hispanic,west,0.703540949508289,0.8,1,0.4166666666666667,0,0.6333333333333333,0,0.59375,0,0.9210526315789473,1,0.9090909090909091,1
234001,,6/4/2011,4/23/2019,female,HS_grad,hispanic,northeast,0.8986370749528358,0.84,1,0.5666666666666667,1,0.5666666666666667,1,0.6875,1,0.868421052631579,1,0.9393939393939394,1
234004,,8/29/2011,4/22/2019,male,HS_grad,black,northeast,0.9201562060127617,0.76,1,0.6833333333333333,1,0.8666666666666667,1,0.9375,1,0.9473684210526315,1,0.9696969696969697,1
234007,,12/8/2011,4/22/2019,female,no_HS,hispanic,northeast,1.5211733525798812,0.76,1,0.875,1,0.8666666666666667,1,0.90625,1,1,2,0.9696969696969697,1
234010,,4/21/2011,4/22/2019,female,HS_grad,asian,northeast,0.5955196015966191,0.92,1,0.5833333333333334,0,0.8,0,0.65625,0,0.8947368421052632,1,1,1
234012,,3/15/2011,4/22/2019,male,HS_grad,black,northeast,0.9201562060127617,0.8,1,0.7833333333333333,1,0.6333333333333333,1,0.59375,1,0.868421052631579,1,0.9090909090909091,1
