gender,educ,ethnic,region,cell_pct
female,HS_grad,black,west,0.42126965999999993
female,HS_grad,white,northeast,1.014372324
female,HS_grad,white,south,2.478150108
female,HS_grad,white,midwest,1.361056536
female,HS_grad,white,west,1.5664990319999998
female,HS_grad,other,northeast,0.123260382
female,HS_grad,other,south,0.301129794
female,HS_grad,other,midwest,0.165387348
female,HS_grad,other,west,0.190351476
female,some_college,hispanic,northeast,0.5958398039999999
female,some_college,hispanic,south,1.455659268
female,some_college,hispanic,midwest,0.7994812559999999
female,some_college,hispanic,west,0.9201576719999999
female,some_college,asian,northeast,0.112599648
female,some_college,asian,south,0.275085216
female,some_college,asian,midwest,0.15108307199999998
female,some_college,asian,west,0.173888064
female,some_college,black,northeast,0.31668651000000003
female,some_college,black,south,0.77367717
female,some_college,black,midwest,0.42492114000000003
female,some_college,black,west,0.48906018
female,some_college,white,northeast,1.1776046519999999
female,some_college,white,south,2.8769328839999995
female,some_college,white,midwest,1.5800771279999997
female,some_college,white,west,1.8185793359999998
female,some_college,other,northeast,0.143095386
female,some_college,other,south,0.34958746199999996
female,some_college,other,midwest,0.192001404
female,some_college,other,west,0.220982748
female,BA_plus,hispanic,northeast,0.633202696
female,BA_plus,hispanic,south,1.546938232
female,BA_plus,hispanic,midwest,0.8496137439999999
female,BA_plus,hispanic,west,0.9778573279999999
female,BA_plus,asian,northeast,0.11966035200000001
female,BA_plus,asian,south,0.292334784
female,BA_plus,asian,midwest,0.160556928
female,BA_plus,asian,west,0.184791936
female,BA_plus,black,northeast,0.33654474
female,BA_plus,black,south,0.82219158
female,BA_plus,black,midwest,0.45156636
female,BA_plus,black,west,0.5197273200000001
female,BA_plus,white,northeast,1.251447848
female,BA_plus,white,south,3.0573346160000003
female,BA_plus,white,midwest,1.6791578720000002
female,BA_plus,white,west,1.932615664
female,BA_plus,other,northeast,0.152068364
female,BA_plus,other,south,0.37150878800000003
female,BA_plus,other,midwest,0.204041096
female,BA_plus,other,west,0.234839752
