raw,agestrat
9,12.0-12.5
9,12.6-12.11
9,13.0-13.11
9,14.0-14.11
10,7.8-7.11
10,8.0-8.5
10,8.6-8.11
10,9.0-9.5
10,9.6-9.11
10,10.0-10.5
10,10.6-10.11
10,11.0-11.5
10,11.6-11.11
10,12.0-12.5
10,12.6-12.11
10,13.0-13.11
10,14.0-14.11
11,8.0-8.5
11,8.6-8.11
11,9.0-9.5
11,9.6-9.11
11,10.0-10.5
11,10.6-10.11
11,11.0-11.5
11,11.6-11.11
11,12.0-12.5
11,12.6-12.11
11,13.0-13.11
11,14.0-14.11
12,8.0-8.5
12,8.6-8.11
12,9.0-9.5
12,9.6-9.11
12,10.0-10.5
12,10.6-10.11
12,11.0-11.5
12,11.6-11.11
12,12.0-12.5
12,12.6-12.11
12,13.0-13.11
12,14.0-14.11
13,8.0-8.5
13,8.6-8.11
13,9.0-9.5
13,9.6-9.11
13,10.0-10.5
13,10.6-10.11
13,11.0-11.5
13,11.6-11.11
13,12.0-12.5
13,12.6-12.11
13,13.0-13.11
13,14.0-14.11
14,8.6-8.11
14,9.0-9.5
14,9.6-9.11
14,10.0-10.5
14,10.6-10.11
14,11.0-11.5
14,11.6-11.11
14,12.0-12.5
14,12.6-12.11
14,13.0-13.11
14,14.0-14.11
15,8.0-8.5
15,8.6-8.11
15,9.0-9.5
15,9.6-9.11
15,10.0-10.5
15,10.6-10.11
15,11.0-11.5
15,11.6-11.11
15,12.0-12.5
15,12.6-12.11
15,13.0-13.11
15,14.0-14.11
16,8.6-8.11
16,9.0-9.5
16,9.6-9.11
16,10.0-10.5
16,10.6-10.11
16,11.0-11.5
16,11.6-11.11
16,12.0-12.5
16,12.6-12.11
16,13.0-13.11
16,14.0-14.11
17,8.0-8.5
17,8.6-8.11
17,9.0-9.5
17,9.6-9.11
17,10.0-10.5
17,10.6-10.11
17,11.0-11.5
17,11.6-11.11
17,12.0-12.5
17,12.6-12.11
17,13.0-13.11
17,14.0-14.11
18,8.6-8.11
18,9.0-9.5
18,9.6-9.11
18,10.0-10.5
18,10.6-10.11
18,11.0-11.5
18,11.6-11.11
18,12.0-12.5
18,12.6-12.11
18,13.0-13.11
18,14.0-14.11
19,8.6-8.11
19,9.0-9.5
19,9.6-9.11
19,10.0-10.5
19,10.6-10.11
19,11.0-11.5
19,11.6-11.11
19,12.0-12.5
19,12.6-12.11
19,13.0-13.11
19,14.0-14.11
20,8.6-8.11
20,9.0-9.5
20,9.6-9.11
20,10.0-10.5
20,10.6-10.11
20,11.0-11.5
20,11.6-11.11
20,12.0-12.5
20,12.6-12.11
20,13.0-13.11
20,14.0-14.11
21,8.6-8.11
21,9.0-9.5
21,9.6-9.11
21,10.0-10.5
21,10.6-10.11
21,11.0-11.5
21,11.6-11.11
21,12.0-12.5
21,12.6-12.11
21,13.0-13.11
21,14.0-14.11
22,8.6-8.11
22,9.0-9.5
22,9.6-9.11
22,10.0-10.5
22,10.6-10.11
22,11.0-11.5
22,11.6-11.11
22,12.0-12.5
22,12.6-12.11
22,13.0-13.11
22,14.0-14.11
23,8.6-8.11
23,9.0-9.5
23,9.6-9.11
23,10.0-10.5
23,10.6-10.11
23,11.0-11.5
23,11.6-11.11
23,12.0-12.5
23,12.6-12.11
23,13.0-13.11
24,8.6-8.11
24,9.0-9.5
24,9.6-9.11
24,10.0-10.5
24,10.6-10.11
24,11.0-11.5
24,11.6-11.11
24,12.0-12.5
24,12.6-12.11
24,13.0-13.11
25,8.6-8.11
25,9.0-9.5
25,9.6-9.11
25,10.0-10.5
25,10.6-10.11
25,11.0-11.5
25,11.6-11.11
25,12.0-12.5
25,12.6-12.11
25,13.0-13.11
26,9.0-9.5
26,9.6-9.11
26,10.0-10.5
26,10.6-10.11
26,11.0-11.5
26,11.6-11.11
26,12.0-12.5
26,12.6-12.11
26,13.0-13.11
27,9.0-9.5
27,9.6-9.11
27,10.0-10.5
27,10.6-10.11
27,11.0-11.5
27,11.6-11.11
27,12.0-12.5
27,12.6-12.11
27,13.0-13.11
28,9.0-9.5
28,9.6-9.11
28,10.0-10.5
28,10.6-10.11
28,11.0-11.5
28,11.6-11.11
28,12.0-12.5
28,12.6-12.11
28,13.0-13.11
29,9.0-9.5
29,9.6-9.11
29,10.0-10.5
29,10.6-10.11
29,11.0-11.5
29,11.6-11.11
29,12.0-12.5
29,12.6-12.11
29,13.0-13.11
30,9.0-9.5
30,9.6-9.11
30,10.0-10.5
30,10.6-10.11
30,11.0-11.5
30,11.6-11.11
30,12.0-12.5
30,12.6-12.11
30,13.0-13.11
31,9.0-9.5
31,9.6-9.11
31,10.0-10.5
31,10.6-10.11
31,11.0-11.5
31,11.6-11.11
31,12.0-12.5
31,12.6-12.11
31,13.0-13.11
32,9.0-9.5
32,9.6-9.11
32,10.0-10.5
32,10.6-10.11
32,11.0-11.5
32,11.6-11.11
32,12.0-12.5
32,12.6-12.11
32,13.0-13.11
33,9.0-9.5
33,9.6-9.11
33,10.0-10.5
33,10.6-10.11
33,11.0-11.5
33,11.6-11.11
33,12.0-12.5
33,12.6-12.11
33,13.0-13.11
34,9.0-9.5
34,9.6-9.11
34,10.0-10.5
34,10.6-10.11
34,11.0-11.5
34,11.6-11.11
34,12.0-12.5
34,12.6-12.11
34,13.0-13.11
35,9.0-9.5
35,9.6-9.11
35,10.0-10.5
35,10.6-10.11
35,11.0-11.5
35,11.6-11.11
35,12.0-12.5
35,12.6-12.11
35,13.0-13.11
36,9.0-9.5
36,9.6-9.11
36,10.0-10.5
36,10.6-10.11
36,11.0-11.5
36,11.6-11.11
36,12.0-12.5
36,12.6-12.11
36,13.0-13.11
37,9.6-9.11
37,10.0-10.5
37,10.6-10.11
37,11.0-11.5
37,11.6-11.11
37,12.0-12.5
37,12.6-12.11
37,13.0-13.11
38,9.6-9.11
38,10.0-10.5
38,10.6-10.11
38,11.0-11.5
38,11.6-11.11
38,12.0-12.5
38,12.6-12.11
38,13.0-13.11
39,9.6-9.11
39,10.0-10.5
39,10.6-10.11
39,11.0-11.5
39,11.6-11.11
39,12.0-12.5
39,12.6-12.11
39,13.0-13.11
40,9.6-9.11
40,10.0-10.5
40,10.6-10.11
40,11.0-11.5
40,11.6-11.11
40,12.0-12.5
40,12.6-12.11
40,13.0-13.11
41,9.6-9.11
41,10.0-10.5
41,10.6-10.11
41,11.0-11.5
41,11.6-11.11
41,12.0-12.5
41,12.6-12.11
41,13.0-13.11
42,9.6-9.11
42,10.0-10.5
42,10.6-10.11
42,11.0-11.5
42,11.6-11.11
42,12.0-12.5
42,12.6-12.11
43,9.6-9.11
43,10.0-10.5
43,10.6-10.11
43,11.0-11.5
43,11.6-11.11
43,12.0-12.5
43,12.6-12.11
44,9.6-9.11
44,10.0-10.5
44,10.6-10.11
44,11.0-11.5
44,11.6-11.11
44,12.0-12.5
44,12.6-12.11
45,10.0-10.5
45,10.6-10.11
45,11.0-11.5
45,11.6-11.11
45,12.0-12.5
45,12.6-12.11
46,10.0-10.5
46,10.6-10.11
46,11.0-11.5
46,11.6-11.11
46,12.0-12.5
46,12.6-12.11
47,9.6-9.11
47,10.0-10.5
47,10.6-10.11
47,11.0-11.5
47,11.6-11.11
47,12.0-12.5
47,12.6-12.11
48,10.0-10.5
48,10.6-10.11
48,11.0-11.5
48,11.6-11.11
48,12.0-12.5
48,12.6-12.11
49,10.0-10.5
49,10.6-10.11
49,11.0-11.5
49,11.6-11.11
49,12.0-12.5
49,12.6-12.11
50,10.0-10.5
50,10.6-10.11
50,11.0-11.5
50,11.6-11.11
50,12.0-12.5
50,12.6-12.11
51,10.0-10.5
51,10.6-10.11
51,11.0-11.5
51,11.6-11.11
51,12.0-12.5
52,10.0-10.5
52,10.6-10.11
52,11.0-11.5
52,11.6-11.11
52,12.0-12.5
53,10.6-10.11
53,11.0-11.5
53,11.6-11.11
53,12.0-12.5
54,10.0-10.5
54,10.6-10.11
54,11.0-11.5
54,11.6-11.11
54,12.0-12.5
55,10.6-10.11
55,11.0-11.5
55,11.6-11.11
55,12.0-12.5
56,10.6-10.11
56,11.0-11.5
56,11.6-11.11
56,12.0-12.5
57,10.6-10.11
57,11.0-11.5
57,11.6-11.11
58,10.6-10.11
58,11.0-11.5
58,11.6-11.11
59,10.0-10.5
59,11.0-11.5
59,11.6-11.11
60,10.6-10.11
60,11.0-11.5
60,11.6-11.11
61,11.0-11.5
61,11.6-11.11
62,10.6-10.11
62,11.0-11.5
63,11.0-11.5
64,10.6-10.11
